targeted_phenomenon,gold_label,id,sentence1,sentence2
quantification,entailment,24,"Conversely , Microsoft points out that IE has less than 40 percent of the browser market , compared with Netscape 's 60 percent .","According to Microsoft , IE has less than 40 percent of the browser market ."
quantification,entailment,25,"According to the analysis , 60 winning bidders for the 900 MHz licenses qualify as small entities -LRB- no breakdown of small vs. very small -RRB- .","According to the analysis , all winning bidders do not qualify as huge entities ."
quantification,contradiction,26,"According to the analysis , 60 winning bidders for the 900 MHz licenses qualify as small entities -LRB- no breakdown of small vs. very small -RRB- .","According to the analysis , all winning bidders qualify as huge entities ."
quantification,contradiction,27,"Fueled by conglomerate investment , publishers released more than 60,000 new titles in 1995 , at least 10,000 more than in 1985 .",The publishers did not release a lot of titles because it earned them some money back
quantification,contradiction,28,"EPA estimated that , of the total 1,300 MWe to be retrofit by 2020 with ACI , all of that capacity would have existing fabric filters .",EPA does not estimate that none of the MWe will be retrofitted due to budget cuts .
quantification,neutral,29,"EPA estimated that , of the total 1,300 MWe to be retrofit by 2020 with ACI , all of that capacity would have existing fabric filters .",EPA estimates that none of the MWe will be retrofitted due to budget cuts .
quantification,contradiction,30,"There are more than 200 churches in Madrid , though in this country replete with spectacular cathedrals and churches , few are essential sights .",Madrid has not more than 200 churches .
quantification,entailment,31,"There are more than 200 churches in Madrid , though in this country replete with spectacular cathedrals and churches , few are essential sights .",Madrid has more than 200 churches .
quantification,contradiction,32,"A relatively new project in orchid breeding , it has some 50,000 plants and more than 4,000 varieties of delicate orchids .","The new project has less than 25,000 plants ."
quantification,entailment,33,"A relatively new project in orchid breeding , it has some 50,000 plants and more than 4,000 varieties of delicate orchids .","The new project has not less than 25,000 plants ."
quantification,contradiction,34,2 -RRB- I said no more than Blumenthal has already admitted .,I said more than Blumenthal admitted .
quantification,entailment,35,2 -RRB- I said no more than Blumenthal has already admitted .,I did not say more than Blumenthal admitted .
quantification,entailment,36,The most fearless and enthusiastic pups are the most likely to be bred to pass that herding gene on to the next generation .,The least fearless pups are not the most likely to be bred to pass that herding gene on .
quantification,contradiction,37,The most fearless and enthusiastic pups are the most likely to be bred to pass that herding gene on to the next generation .,The least fearless pups are the most likely to be bred to pass that herding gene on .
quantification,contradiction,38,Orders for 100 or more copies mailed to a single address are discounted 25 percent .,There is not a discount for more than 100 copies send to a location
quantification,entailment,39,Orders for 100 or more copies mailed to a single address are discounted 25 percent .,There is a discount for more than 100 copies send to a location
quantification,contradiction,40,"Right now , ADSL is ridiculously expensive -- more than $ 1,000 for the modem alone .","At this very moment , ADSL modems are on sale for less than $ 1 ."
quantification,entailment,41,"Right now , ADSL is ridiculously expensive -- more than $ 1,000 for the modem alone .","At this very moment , ADSL modems are not on sale for less than $ 1 ."
quantification,entailment,42,"However , if more than one system is installed at a site , some significant efficiencies result .",Powerful inefficiencies do not occur when more than one system is installed .
quantification,contradiction,43,"However , if more than one system is installed at a site , some significant efficiencies result .",Powerful inefficiencies occur when more than one system is installed .
quantification,entailment,44,For retrofits starting in 2005 facility owners are likely to have more than three years to complete this work as many of these retrofits have already begun .,Facility owners usually have more than three years to finish the work .
quantification,contradiction,45,For retrofits starting in 2005 facility owners are likely to have more than three years to complete this work as many of these retrofits have already begun .,Facility owners usually have not more than three years to finish the work .
quantification,entailment,46,"1 The reduced requirement for structural steel is due to the FGD absorber usually being self-supporting , weighing less , and being installed closer to the ground .",The FDG absorber does not make building more dangerous .
quantification,neutral,47,"1 The reduced requirement for structural steel is due to the FGD absorber usually being self-supporting , weighing less , and being installed closer to the ground .",The FDG absorber makes building more dangerous .
quantification,entailment,48,"The Citigroup deal , from beginning to end , took less than five weeks .",The deal took less than 5 weeks from start to finish .
quantification,contradiction,49,"The Citigroup deal , from beginning to end , took less than five weeks .",The deal did not take less than 5 weeks from start to finish .
quantification,contradiction,50,Excursion companies sell a variety of orientation cruises of Hong Kong harbor that include a look at some of its 235 outlying islands .,There are not more than 200 outlying islands in the Hong Kong area .
quantification,entailment,51,Excursion companies sell a variety of orientation cruises of Hong Kong harbor that include a look at some of its 235 outlying islands .,There are more than 200 outlying islands in the Hong Kong area .
quantification,neutral,52,"She says that in some countries where birth control has been unavailable , almost all indigenous groups they can work with have some abortion ties .","She does not say that where contraceptives are unavailable , almost all the groups they work with are tied to abortion ."
quantification,entailment,53,"She says that in some countries where birth control has been unavailable , almost all indigenous groups they can work with have some abortion ties .","She says that where contraceptives are unavailable , almost all the groups they work with are tied to abortion ."
quantification,contradiction,54,"By starting at the soft underbelly , the 16,000 troops of General Nelson A. Miles gained control of the island in less than three weeks .",It did not take less than three weeks for General Miles to gain control of the island .
quantification,entailment,55,"By starting at the soft underbelly , the 16,000 troops of General Nelson A. Miles gained control of the island in less than three weeks .",It took less than three weeks for General Miles to gain control of the island .
quantification,contradiction,56,"The most extensive field experiments , conducted under the National Crop Loss Assessment Network -LRB- NCLAN -RRB- , examined 15 species and numerous cultivars .",There NCLAN did not conduct some extensive experiments in the field .
quantification,entailment,57,"The most extensive field experiments , conducted under the National Crop Loss Assessment Network -LRB- NCLAN -RRB- , examined 15 species and numerous cultivars .",There NCLAN conducted some extensive experiments in the field .
quantification,contradiction,58,"Due to emergency department time constraints , so-called brief motivational interventions are the intervention model most likely to be successfully implemented .",Brief motivational interventions are the least likely model to be implemented .
quantification,entailment,59,"Due to emergency department time constraints , so-called brief motivational interventions are the intervention model most likely to be successfully implemented .",Brief motivational interventions are not the least likely model to be implemented .
quantification,entailment,60,But in November 170 faculty members asked the academic senate to adopt a more conventional grading system .,Faculty members did not want a less conventional grading system .
quantification,contradiction,61,But in November 170 faculty members asked the academic senate to adopt a more conventional grading system .,Faculty members wanted a less conventional grading system .
quantification,contradiction,62,This encourages the least expensive reductions over time as well as across facilities .,"This encourages the most expensive reductions over time , defeating the purpose ."
quantification,entailment,63,This encourages the least expensive reductions over time as well as across facilities .,"This does not encourage the most expensive reductions over time , defeating the purpose ."
quantification,contradiction,64,well i 've noticed that it seems uh some women are i guess what i call the feministus,I have noticed that all women are feminists .
quantification,entailment,65,well i 've noticed that it seems uh some women are i guess what i call the feministus,I have not noticed that all women are feminists .
quantification,entailment,66,"By production , it strives to have all critical manufacturing processes for the product-including key suppliers ' processes-in control with a Cpk index of at least 1.33 .",It works to have all important manufacturing process for the product by production .
quantification,contradiction,67,"By production , it strives to have all critical manufacturing processes for the product-including key suppliers ' processes-in control with a Cpk index of at least 1.33 .",It does not work to have all important manufacturing process for the product by production .
quantification,contradiction,68,"For women of all ages and men older than age 65 , more than 7 drinks/week or more than 3 drinks/occasion is considered at risk .",Drinking more than 7 drinks a week is not problematic behavior .
quantification,entailment,69,"For women of all ages and men older than age 65 , more than 7 drinks/week or more than 3 drinks/occasion is considered at risk .",Drinking more than 7 drinks a week is problematic behavior .
quantification,entailment,70,"Although the program continues to survive , its funding has been reduced by more than $ 100 million .",The program has had its funding slashed by more than 100 million dollars .
quantification,contradiction,71,"Although the program continues to survive , its funding has been reduced by more than $ 100 million .",The program has not had its funding slashed by more than 100 million dollars .
quantification,contradiction,72,"Every village and town has at least one Public House , or pub , where alcoholic drinks are served to adults -LRB- the drinking age is 18 -RRB- .",There is often no place to locate alcoholic drinks .
quantification,entailment,73,"Every village and town has at least one Public House , or pub , where alcoholic drinks are served to adults -LRB- the drinking age is 18 -RRB- .",There is not often no place to locate alcoholic drinks .
quantification,entailment,74,"LAD services more than 15,000 citizens annually .","LAD services more than 15,000 people each year ."
quantification,contradiction,75,"LAD services more than 15,000 citizens annually .","LAD does not service more than 15,000 people each year ."
quantification,entailment,76,"Ned Devine is this year 's stab at The Full Monty -LRB- 1997 -RRB- , which made more than $ 100 million and even snagged an Oscar nomination .",The film did not make less than $ 10 .
quantification,contradiction,77,"Ned Devine is this year 's stab at The Full Monty -LRB- 1997 -RRB- , which made more than $ 100 million and even snagged an Oscar nomination .",The film made less than $ 10 .
quantification,contradiction,78,"Today there are more than 300,000 .","Today there are less than 300,000 ."
quantification,entailment,79,"Today there are more than 300,000 .","Today there are not less than 300,000 ."
quantification,neutral,80,"Among households making less than $ 40,000 a year , whites were six times as likely as blacks to have used the Web .",Whites are not more likely to have used the web in households of low income .
spatial data,entailment,1,"White and I met down in the basement , over a game of chess .",We did not end up getting together on the back patio .
spatial data,contradiction,2,"White and I met down in the basement , over a game of chess .",We ended up getting together on the back patio .
spatial data,entailment,3,"It is said that the artist 's agonizing self-portrait can be made out in the flayed skin of St. Bartholomew , to the right below Jesus .","St. Bartholomew is not shown on the left , above Jesus ."
spatial data,contradiction,4,"It is said that the artist 's agonizing self-portrait can be made out in the flayed skin of St. Bartholomew , to the right below Jesus .","St. Bartholomew is shown on the left , above Jesus ."
spatial data,contradiction,5,"Next to the weaving center , acrosenarrow Ramsey Street , are the Outlook Tower and its camera obscura , set high above the tenement chimneystacks .",The Outlook Tower is located below the weaving center .
spatial data,neutral,6,"Next to the weaving center , acrosenarrow Ramsey Street , are the Outlook Tower and its camera obscura , set high above the tenement chimneystacks .",The Outlook Tower is not located below the weaving center .
spatial data,contradiction,7,yeah course the ozone is up there so,The ozone is down there .
spatial data,entailment,8,yeah course the ozone is up there so,The ozone is not down there .
spatial data,entailment,9,"At the fork , bear left onto Al-Wad -LRB- the valley -RRB- Road .",You do not need to turn right into the Al-Wad road .
spatial data,contradiction,10,"At the fork , bear left onto Al-Wad -LRB- the valley -RRB- Road .",You need to turn right into the Al-Wad road .
spatial data,contradiction,11,"The Great Buddha 's right hand is bestowing spiritual tranquillity , while the left symbolizes the granting of wishes .",The left hand of the Great Buddha symbolizes the taking away of wishes .
spatial data,entailment,12,"The Great Buddha 's right hand is bestowing spiritual tranquillity , while the left symbolizes the granting of wishes .",The left hand of the Great Buddha does not symbolize the taking away of wishes .
spatial data,entailment,13,"Steel wells reached down into the Earth , oil barrels lined up beside them .",The steel wells went down into the ground .
spatial data,contradiction,14,"Steel wells reached down into the Earth , oil barrels lined up beside them .",The steel wells did not go down into the ground .
spatial data,contradiction,15,5 A black mule came up beside Drew as he slowly pulled Shiloh down to a canter .,The mule did not go up to Drew .
spatial data,entailment,16,5 A black mule came up beside Drew as he slowly pulled Shiloh down to a canter .,The mule went up to Drew .
spatial data,contradiction,17,"Finally , in 1936 , a large section of the army under General Francisco Franco rose in revolt against the government .",In 1936 a big portion of General Francisco Franco 's army did not come up against the government .
spatial data,entailment,18,"Finally , in 1936 , a large section of the army under General Francisco Franco rose in revolt against the government .",In 1936 a big portion of General Francisco Franco 's army came up against the government .
spatial data,neutral,19,"6 million persons in the U.S. were living below poverty level in 1990 , compared to 31 .",6 million people are above the poverty line .
spatial data,entailment,20,"6 million persons in the U.S. were living below poverty level in 1990 , compared to 31 .",6 million people are not above the poverty line .
spatial data,contradiction,21,"Not far from the spa town of Noboribetsu is Shiraoi , a well-reconstructed Ainu village complete with artisans demonstrating traditional arts and crafts .",The spa town of Noboribetsu is not located close to Shiraoi .
spatial data,entailment,22,"Not far from the spa town of Noboribetsu is Shiraoi , a well-reconstructed Ainu village complete with artisans demonstrating traditional arts and crafts .",The spa town of Noboribetsu is located close to Shiraoi .
spatial data,contradiction,23,"On the far side of Arthur 's Seat is Duddingston Loch , which operates as a bird sanctuary .",Duddingston Loch is on the near side of Arthur 's Seat .
spatial data,entailment,24,"On the far side of Arthur 's Seat is Duddingston Loch , which operates as a bird sanctuary .",Duddingston Loch is not on the near side of Arthur 's Seat .
spatial data,entailment,25,yeah they 're very close to the water within like uh a hundred yards,The water is not really far away from it .
spatial data,contradiction,26,yeah they 're very close to the water within like uh a hundred yards,The water is really far away from it .
spatial data,entailment,27,The cave monasteries of Udaigiri are close to Bhubaneshwar airport .,Udaigiri is not extremely far from the Bhubaneshwar airport .
spatial data,contradiction,28,The cave monasteries of Udaigiri are close to Bhubaneshwar airport .,Udaigiri is extremely far from the Bhubaneshwar airport .
spatial data,contradiction,29,"To reach the entrance , go back up David Street and turn left up a small alleyway .",Turn right up the alleyway to get to the entrance .
spatial data,entailment,30,"To reach the entrance , go back up David Street and turn left up a small alleyway .",do not turn right up the alleyway to get to the entrance .
spatial data,contradiction,31,Jacob White was standing behind me .,Jacob White was in front of me .
spatial data,entailment,32,Jacob White was standing behind me .,Jacob White was not in front of me .
spatial data,entailment,33,"In 2015 , carbon and mercury emissions continue to be 15 % or more above the target .",Mercury emissions were not 20 percent below expected levels in 2015 .
spatial data,contradiction,34,"In 2015 , carbon and mercury emissions continue to be 15 % or more above the target .",Mercury emissions were 20 percent below expected levels in 2015 .
spatial data,contradiction,35,Thorn lay on the ground staring up at a sky he no longer recognized .,Thorn stood on the dock looking down at the water .
spatial data,neutral,36,Thorn lay on the ground staring up at a sky he no longer recognized .,Thorn did not stand on the dock looking down at the water .
spatial data,contradiction,37,"The answer , which Bennett mentions only in passing , is that the teen-age fertility rate is down roughly 13 percent since 1990 .",Bennett said the teen pregnancy rate was up a lot .
spatial data,entailment,38,"The answer , which Bennett mentions only in passing , is that the teen-age fertility rate is down roughly 13 percent since 1990 .",Bennett did not say the teen pregnancy rate was up a lot .
spatial data,entailment,39,"Come on , let 's go up to the loft . ''",Let 's do not go down to the basement .
spatial data,contradiction,40,"Come on , let 's go up to the loft . ''",Let 's go down to the basement .
spatial data,neutral,41,"19 As figure 3.4 shows , gross national saving as a share of GDP remains fairly steady over the next decade under the Save the Social Security Surpluses simulation .",The simulation does not show a steady GDP figure over 10 years .
spatial data,entailment,42,"19 As figure 3.4 shows , gross national saving as a share of GDP remains fairly steady over the next decade under the Save the Social Security Surpluses simulation .",The simulation shows a steady GDP figure over 10 years .
spatial data,entailment,43,oh i see well i was raised on the Texas Gulf Coast in the summers and during the Christmas holidays we 'd go down to our house on the coast,I grew up in Texas near the coast .
spatial data,contradiction,44,oh i see well i was raised on the Texas Gulf Coast in the summers and during the Christmas holidays we 'd go down to our house on the coast,I did not grow up in Texas near the coast .
spatial data,entailment,45,"The sublime silhouette of Chartres Cathedral , inaugurated around 1200 , is visible from far away , towering above the old town and the surrounding plain .","The Chartres Cathedral is not a low , squat structure that can only be seen from up close ."
spatial data,neutral,46,"The road up to Amber takes you through classical Rajasthani landscape , its parched hills embracing Lake Maota , where water buffalo snooze lazily in the sun .","The road down to Amber brings you through a modern cityscape , filled with bustling streets and shops ."
spatial data,entailment,47,"The road up to Amber takes you through classical Rajasthani landscape , its parched hills embracing Lake Maota , where water buffalo snooze lazily in the sun .","The road down to Amber does not bring you through a modern cityscape , filled with bustling streets and shops ."
spatial data,contradiction,48,"The left was using alarmism about nature to raise money , while the right was raising money with alarmism about regulations .",Money is not being raised by both the left and the right .
spatial data,entailment,49,"The left was using alarmism about nature to raise money , while the right was raising money with alarmism about regulations .",Money is being raised by both the left and the right .
spatial data,contradiction,50,"As his son , Ken , wheels him up the concrete ramp and through the doors , Lindsey 's grin says it all .",Lindsey is frowning because he just pushed Ken down a flight of stairs .
spatial data,neutral,51,"As his son , Ken , wheels him up the concrete ramp and through the doors , Lindsey 's grin says it all .",Lindsey is not frowning because he just pushed Ken down a flight of stairs .
spatial data,contradiction,52,"Once dead , he had to settle for this spot in front of the Scuola of San Marco , a clever Venetian solution .",He had a spot behind the Scuola of San Marco after he died .
spatial data,entailment,53,"Once dead , he had to settle for this spot in front of the Scuola of San Marco , a clever Venetian solution .",He had not a spot behind the Scuola of San Marco after he died .
spatial data,contradiction,54,"The sublime silhouette of Chartres Cathedral , inaugurated around 1200 , is visible from far away , towering above the old town and the surrounding plain .","The Chartres Cathedral is a low , squat structure that can only be seen from up close ."
spatial data,contradiction,55,"His face patched up after a fashion , Drew lay full length on the hay in his old place over Shadow 's stall back at Kells ' stable .",Drew did not lay down in his old place above Shadow 's stall in Kells ' stable .
spatial data,entailment,56,You be stayin ' over to th ' Jacks ? Drew glanced up at the haymow from which Callie had just descended .,Drew 's head was not down for the whole time .
spatial data,contradiction,57,Of prime importance is the saint 's tomb to the left of the altar .,The tomb of the saint is to the right of the altar .
spatial data,entailment,58,Of prime importance is the saint 's tomb to the left of the altar .,The tomb of the saint is not to the right of the altar .
spatial data,entailment,59,He sat up stiffly in bed .,He did not lay down in the chair .
spatial data,contradiction,60,He sat up stiffly in bed .,He laid down in the chair .
spatial data,entailment,61,And my reflection ... ... Is behind me .,In front of me is not my reflection .
spatial data,contradiction,62,And my reflection ... ... Is behind me .,In front of me is my reflection .
spatial data,contradiction,63,To the left of the entrance are the monks ' bakery and an imposing pigeon loft .,The monks ' bakery is on the entrance 's right side .
spatial data,entailment,64,To the left of the entrance are the monks ' bakery and an imposing pigeon loft .,The monks ' bakery is not on the entrance 's right side .
spatial data,entailment,65,"Several of the walks pass through or close to the Malaysian Agriculture Research Development Institute , just a few kilometers from Tahan Rata .",Tahan Rata is not very far from the Malaysian Agriculture Research Development Institute .
spatial data,contradiction,66,"Several of the walks pass through or close to the Malaysian Agriculture Research Development Institute , just a few kilometers from Tahan Rata .",Tahan Rata is very far from the Malaysian Agriculture Research Development Institute .
spatial data,contradiction,67,They went down to the hill . '',The went up the hill .
spatial data,entailment,68,They went down to the hill . '',The did not go up the hill .
spatial data,contradiction,69,"Although they are so close to Kathmandu as almost to be suburbs , the sister cities of Patan and Bhaktapur each have a distinct character and unique attractions .",Patan is very far away from the city of Kathmandu .
spatial data,entailment,70,"Although they are so close to Kathmandu as almost to be suburbs , the sister cities of Patan and Bhaktapur each have a distinct character and unique attractions .",Patan is not very far away from the city of Kathmandu .
spatial data,neutral,71,"My lovely little box-apartment was located on the other side of the city , behind the metro-lines .",I had not a large apartment that was located in front of the White House .
spatial data,entailment,72,"Not far away , at milepost 21 near the large new town of Tuen Mun , is a Taoist retreat known as Ching Chung Koon .",Tuen Mun has a Taoist retreat near it .
spatial data,contradiction,73,"Not far away , at milepost 21 near the large new town of Tuen Mun , is a Taoist retreat known as Ching Chung Koon .",Tuen Mun has not a Taoist retreat near it .
spatial data,contradiction,74,"Croseng O'Connell Bridge , there are fine views along the The Custom House is on the right and to the left is the equally splendid Four Courts .",On the left there are not splendid views of the Four Courts .
spatial data,entailment,75,"Croseng O'Connell Bridge , there are fine views along the The Custom House is on the right and to the left is the equally splendid Four Courts .",On the left there are splendid views of the Four Courts .
spatial data,entailment,76,Directly above the tomb in the same building is the Coenaculum -LRB- dining room -RRB- .,The Coenaculum was not built two floors below the tomb .
spatial data,contradiction,77,Directly above the tomb in the same building is the Coenaculum -LRB- dining room -RRB- .,The Coenaculum was built two floors below the tomb .
spatial data,contradiction,78,In his left hand he held a long dagger with a U shaped handguard meant to trap an oncoming blade .,His right hand was holding a dagger that he would use to attack any oncoming fighters .
spatial data,neutral,79,In his left hand he held a long dagger with a U shaped handguard meant to trap an oncoming blade .,His right hand was not holding a dagger that he would use to attack any oncoming fighters .
spatial data,contradiction,80,yeah it looks like it 's come close to that as it is,It looks far from that .
boolean,entailment,1,"Leona, Myrtle, Terri, Carla and Linda have only visited Fort Pierce",Myrtle didn't visit Osceola
boolean,contradiction,2,"Yolanda, Michelle, Evelyn, Kristina, Elaine and Sandy have only visited Rumford",Yolanda didn't visit Rumford
boolean,entailment,3,"Anita, Jacqueline, Constance, Sherry, Maxine, Jeanne, Lindsay and Ann have only visited Lead",Jeanne didn't visit Washington
boolean,neutral,4,"Jeanne has only visited Menlo Park, The Village, Effingham, Ventura, East Haven, Compton, Rock Island, Apalachicola, Beaufort, Woonsocket, Greensburg, Danbury, Hobbs, Ardmore, Rochester, Tahlequah, Newberg, Saint Petersburg and Gallipolis",Kristin didn't visit Rock Island
boolean,contradiction,5,"Joanne, Kristine, Carole, Kay, Tanya, Gwendolyn, Arlene, Leona, Susan, Eva and Marie have only visited Silver Spring",Tanya didn't visit Silver Spring
boolean,neutral,6,"April has only visited Pecos, El Paso, Kelso, Leadville, Saint Ignace, Honolulu and Vincennes",Eva didn't visit Kelso
boolean,contradiction,7,"Lillie has only visited Concord, Belle Glade, Dallas, Moses Lake, Ketchikan, Rome, Laguna Beach, Elgin, Boca Raton, Maryland, Gretna, Pasco, Moline, Pittsburgh, Sitka, Tahlequah and Richland",Lillie didn't visit Gretna
boolean,contradiction,8,"Gina, Maria, Wendy, Lena, Marian, Felicia, Sylvia, Cynthia, Penny, Genevieve, Willie, Ida, Amelia, Susan, June, Annie, Faye and Louise have only visited Jeffersonville",Susan didn't visit Jeffersonville
boolean,contradiction,9,"Jill has only visited Beaufort, Manassas, Milbank, Orderville, Pine Bluff, Sunnyvale, McMinnville, Clearfield, Akron, Garden Grove, New Brunswick, Maysville, Charleston, New Britain, Kalamazoo, Cedar City and Nampa",Jill didn't visit New Britain
boolean,entailment,10,"Marian, June, Nora, Virginia, Sue, Patricia, Ruth, Eleanor, Caroline, Guadalupe, Pauline, Toni, Esther, Geneva, Denise, Vicki, Marsha, Jan, Lucille and Miriam have only visited Littleton",Sue didn't visit Burlington
boolean,entailment,11,"Molly, Angie, Georgia and Elsie have only visited Saratoga Springs",Angie didn't visit Rocky Mount
boolean,contradiction,12,"Yolanda has only visited Hammond, Kinston, Holyoke, West Memphis, New Glarus and Groton",Yolanda didn't visit West Memphis
boolean,neutral,13,"Rosemary has only visited Gadsden, Paterson, Amarillo, Havre, Stillwater, Harmony, Belleville, Johnson City and Port Washington",Norma didn't visit Belleville
boolean,neutral,14,"Bobbie has only visited Maryville, Liberal, North Adams, Michigan City, Welch, Ysleta, Lubec and De Smet",Penny didn't visit De Smet
boolean,entailment,15,"June, Terry, Judy, April, Lisa, Agnes, Janice, Sonia, Tara, Stella, Lucille and Christina have only visited Scarsdale",Lucille didn't visit Custer
boolean,contradiction,16,"Patricia, Erin, Glenda, Jean, Madeline, Alison, Alberta, Sally, Leona, Myrtle and Janice have only visited Atmore",Alberta didn't visit Atmore
boolean,contradiction,17,"Rosa has only visited Lenox, Glendale, Biddeford, Batavia, Carlinville, Martinsville, Jackson, Castine, Mission, Jasper, Pinehurst, Clifton, Renton, New Castle, El Dorado, Cairo, Waco, Dodge City, Franklin and Fairmont",Rosa didn't visit Fairmont
boolean,contradiction,18,"Rachel has only visited Chesapeake, Medford, Sanford, Memphis, Topeka, Mobile, Janesville, Ontario, Owensboro, Branson, Pottsville, Fergus Falls, Ossining, Union City, Highland Park, Rancho Cucamonga, Battle Creek, Sauk Centre, Canton and Walsenburg",Rachel didn't visit Topeka
boolean,contradiction,19,"Delores has only visited Grenada, Waycross, Superior, Rock Island, Johnstown, Pecos, Williamsburg, Lincoln, McAlester, Danville, La Junta and Carlsbad",Delores didn't visit Waycross
boolean,neutral,20,"Tracy has only visited Lewes, Syracuse, Cleveland, Bluefield, Easton, Fairmont, Sioux Falls, Butte, Wewoka, Magnolia, Middletown, Alpine, Orange, Toccoa, Petaluma, Northfield, Great Falls, Clarksville, Fullerton and Naples",Lillian didn't visit Orange
boolean,contradiction,21,"Megan has only visited Lead, Libertyville, Pampa, Jacksonville, Kahului, Urbana and Douglas",Megan didn't visit Urbana
boolean,contradiction,22,"Crystal has only visited Wichita, Hickory, Saratoga Springs, Escondido, Durham, Lancaster, Americus, South Dakota, Harlan, Hawaii, North College Hill, Missoula and Lock Haven",Crystal didn't visit South Dakota
boolean,contradiction,23,"Jennifer has only visited Charlottesville, Athol, Barstow, Cortez, Westport, Charlevoix, Gloversville and Odessa",Jennifer didn't visit Barstow
boolean,neutral,24,"Felicia has only visited Manitowoc, Mobridge, Gallup, Ludington, Hot Springs, Bristol, Wisconsin Dells, Ishpeming, Smyrna, Berlin and Livermore",Sally didn't visit Wisconsin Dells
boolean,neutral,25,"Lena has only visited Mobridge, Suffolk, New Ulm, Peshtigo, Kingston, Marblehead, Hinton, Janesville and Alexandria",Shelley didn't visit Peshtigo
boolean,neutral,26,"Faye has only visited Raton, Oregon City, Melbourne, San Gabriel, Saint Charles, New Philadelphia, Somersworth, Albert Lea, Suffolk, Boston, San Pedro, South Kingstown, Lexington, McAllen, Lancaster, Norton, Princeton, Guilford and Kelso",Cassandra didn't visit Princeton
boolean,neutral,27,"Clara has only visited Wahpeton, Missouri, Tillamook, Concord, East Greenwich, Germantown and Torrance",Colleen didn't visit Germantown
boolean,neutral,28,"Harriet has only visited Thousand Oaks, Florida, Shiprock, Borger, Buckhannon, Oregon, Lexington and Goshen",Agnes didn't visit Buckhannon
boolean,neutral,29,"Irene has only visited East Liverpool, French Lick, Downey, Phoenixville, Appleton, Port Hueneme, Fullerton, Cripple Creek, Staunton, Freeport, Guntersville and Derry",Crystal didn't visit Downey
boolean,contradiction,30,"Karen has only visited Plano, Revere, Clanton and Lawton",Karen didn't visit Revere
boolean,contradiction,31,"Sabrina has only visited Hannibal, Elizabethtown, Ely, Madison, Pittsburg, Redlands, South Charleston, Caldwell, Gillette, Everett and Worthington",Sabrina didn't visit Everett
boolean,entailment,32,"Deborah, Lillian, Nicole, Rebecca, Hattie, Rosa, Marcia, Nellie, Mabel, Edna, Louise and Verna have only visited Dayton",Hattie didn't visit Chapel Hill
boolean,contradiction,33,"Shelly has only visited Farmington, Newburgh, Butte, York, Oneonta, Laurel, Galena, Somerville, American Fork, Boonesborough, Marshall, Welch and Morgantown",Shelly didn't visit Oneonta
boolean,entailment,34,"Alberta, Jessica, Margarita, Fannie, Lydia and Carolyn have only visited Weston",Fannie didn't visit Westerly
boolean,entailment,35,"Lena, Priscilla, Vickie, Daisy, Kim, Jo, Nora, Brittany, Evelyn, Melody, Marjorie, Laurie, Sonya, Kathleen, Carla and Julia have only visited Ohio",Brittany didn't visit Reedsport
boolean,neutral,36,"Anne has only visited Clayton, Albuquerque, Sioux Falls, Billings, Orderville and Hallandale Beach",Kristen didn't visit Orderville
boolean,contradiction,37,"Jacqueline has only visited Coupeville, Cape Girardeau, Baton Rouge, Sherman, Homer, Madison, Kingman, Glendale, Hillsborough, Tiffin, Alaska, Pendleton and Sudbury",Jacqueline didn't visit Cape Girardeau
boolean,contradiction,38,"Sherri has only visited Portsmouth, Homer, Greenville, Fairmont, Columbia, Artesia, Yuma, Cocoa Beach, Watertown, Perth Amboy, Washington, Dearborn and Sacramento",Sherri didn't visit Watertown
boolean,neutral,39,"Kristi has only visited Worthington, Waukesha, Summersville, Grand Rapids, Rugby, Newburgh, Medford, Princeton, Marblehead, Eastchester, Plains, Red Wing, Virginia City, Washington and Osawatomie",Sandra didn't visit Worthington
boolean,neutral,40,"Kristy has only visited Oroville, Bremerton, Hoquiam, West Hartford, Florence, Milford, Cocoa Beach, Brainerd, Carlsbad, Des Moines, Cortez, Austin, Mount Holly, Salisbury, Longview and Wausau",Melody didn't visit Florence
boolean,contradiction,41,"Vanessa, Kimberly, Ana, Courtney and Becky have only visited Stillwater",Vanessa didn't visit Stillwater
boolean,neutral,42,"Beatrice has only visited Shelby, Southampton, Shaker Heights, Hobart, Anaheim, Geneva, Scarborough, Albany and Enid",Joann didn't visit Enid
boolean,neutral,43,"Anna has only visited Aberdeen, Shiprock, Astoria, Glenview, Elizabethton and Webster City",Christine didn't visit Astoria
boolean,contradiction,44,"Sherry has only visited Oxford, Shelbyville, Pueblo, Simsbury, Novato, Kapaa, Bartow, Bourne, Perth Amboy, Norfolk, Sturgis, Conway, Mattoon, Mobile and Phoenix",Sherry didn't visit Kapaa
boolean,neutral,45,"Diana has only visited San Mateo, Jacksonville, Ocean City, Kotzebue, Tuscaloosa, Cambridge, Rogers, Johnson City, South Bend, New Market, Rockford, Silverton, Newark, San Simeon, Keene, York, Grenada and Beatrice",Leslie didn't visit Silverton
boolean,entailment,46,Tracey and Kristin have only visited Amana Colonies,Kristin didn't visit Alamosa
boolean,entailment,47,"Glenda, Gloria, Natalie, Holly, Michelle, Geneva, Jeanette, Agnes, Colleen, Bonnie, Kristy, Vanessa, Katie, Alison and Margaret have only visited Kettering",Katie didn't visit Saint Augustine
